location,parameter,unit,country,city,date.utc,coordinates_latitude,coordinates_longitude,avgvalue
RIVER_Terrace,no2,ppm,US,Washington-Arlington-Alexandria,00:00.0,38.895683,-76.958089,0.027581395
RT,no2,ppm,US,CLARK,00:00.0,36.139707,-115.175654,0.040575758
RUTLAND,no2,ppm,US,Rutland,00:00.0,43.608528,-72.98246,0.0078
"Rangely, CO",no2,ppm,US,RIO BLANCO,00:00.0,40.086941,-108.761002,0.0045
Redwash,no2,ppm,US,UINTAH,00:00.0,40.204433,-109.35321,0.0042
Redwood City,no2,ppm,US,San Francisco-Oakland-Fremont,00:00.0,37.4828,-122.2022,0.007684211
Reno3,no2,ppm,US,Reno-Sparks,00:00.0,39.52507,-119.807744,0.018707317
Reseda,no2,ppm,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.1992,-118.5331,0.015904762
Rider Trail I-70,no2,ppm,US,ST. LOUIS,00:00.0,38.75264,-90.44884,0.019075
Riverside - Rubidoux,no2,ppm,US,Riverside-San Bernardino-Ontario,00:00.0,33.999449,-117.415831,0.023833333
Rockingham,no2,ppm,US,Harrisonburg,00:00.0,38.4772,-78.816704,0.019619048
Roosvelt,no2,ppm,US,DUCHESNE,00:00.0,40.2943,-110.009,0.0082
Rose Park,no2,ppm,US,Salt Lake City,00:00.0,40.7955,-111.9309,0.035714286
Rosenstiel,no2,ppm,US,Miami-Fort Lauderdale-Miami Beach,00:00.0,25.7325,-80.162201,0.002571429
Roseville - N.Sunris,no2,ppm,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.74643,-121.26498,0.010075
Rutgers University,no2,ppm,US,New York-Northern New Jersey-Long Island,00:00.0,40.462181,-74.429436,0.014175
SHIRLEY PLANTATION,no2,ppm,US,Richmond,00:00.0,37.3419,-77.260803,0.004190476
SPRINGFIELDSP,no2,ppm,US,HAMPDEN,00:00.0,42.120248,-72.58499,0.015717949
San Bernadino - 4th,no2,ppm,US,Riverside-San Bernardino-Ontario,00:00.0,34.106678,-117.274063,0.030071429
San Francisco,no2,ppm,US,San Francisco-Oakland-Fremont,00:00.0,37.7658,-122.3978,0.011026316
San Jose - Jackson S,no2,ppm,US,San Jose-Sunnyvale-Santa Clara,00:00.0,37.3483,-121.8947,0.007621622
San Jose - Knox Ave,no2,ppm,US,San Jose-Sunnyvale-Santa Clara,00:00.0,37.338202,-121.849892,0.013558824
San Pablo - Rumrill,no2,ppm,US,San Francisco-Oakland-Fremont,00:00.0,37.9604,-122.3571,0.010894737
San Rafael,no2,ppm,US,San Francisco-Oakland-Fremont,00:00.0,37.9722,-122.5189,0.009921053
San Ramon,no2,ppm,US,San Francisco-Oakland-Fremont,00:00.0,37.743649,-121.934188,0.007289474
Sandhill,no2,ppm,US,Columbia,00:00.0,34.1311,-80.868301,0.002142857
Santa Clarita,no2,ppm,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.3833,-118.5283,0.0195
Santa Maria - Broadw,no2,ppm,US,Santa Barbara-Santa Maria,00:00.0,34.942872,-120.435611,0.005925
Santa Teresa,no2,ppm,US,Las Cruces,00:00.0,31.7878,-106.6828,0.018806452
Sawgrass Lake Park,no2,ppm,US,PINELLAS,00:00.0,27.834409,-82.665251,0.004612903
Seattle-10th & Welle,no2,ppm,US,Seattle-Tacoma-Bellevue,00:00.0,47.597222,-122.319722,0.018923077
Seattle-Beacon Hill,no2,ppm,US,Seattle-Tacoma-Bellevue,00:00.0,47.568236,-122.308628,0.011780488
Sebastopol,no2,ppm,US,Santa Rosa-Petaluma,00:00.0,38.403765,-122.818294,0.005947368
Shadyside PSD,no2,ppm,US,BELMONT,00:00.0,39.9679,-80.7464,0.009780488
Shafter - Walker Str,no2,ppm,US,Bakersfield,00:00.0,35.50349,-119.27264,0.0124
Smithfield,no2,ppm,US,CACHE,00:00.0,41.842778,-111.85194,0.011125
South DeKalb,no2,ppm,US,Atlanta-Sandy Springs-Marietta,00:00.0,33.6906,-84.2731,0.014731707
South Pass,no2,ppm,US,Riverton,00:00.0,42.5275,-108.7203,0.0005
Spanish Fork,no2,ppm,US,Provo-Orem,00:00.0,40.136398,-111.660202,0.015292683
St Regis Mohawk-NY,no2,ppm,US,Malone,00:00.0,44.980598,-74.695297,4.88E-05
St. Lukes Meridian,no2,ppm,US,Boise City-Nampa,00:00.0,43.600699,-116.347853,0.020860465
Stockton - Hazelton,no2,ppm,US,Stockton,00:00.0,37.95075,-121.26897,0.016552632
Substation,no2,ppm,US,Farmington,00:00.0,36.7969,-108.4725,0.009125
Sunrise Acres,no2,ppm,US,Las Vegas-Paradise,00:00.0,36.163962,-115.11393,0.034333333
TOR,no2,ppm,US,PHILADELPHIA,00:00.0,40.054171,-74.985166,0.026285714
TRINITY ST MARKS,no2,ppm,US,Detroit-Warren-Livonia,00:00.0,42.295824,-83.129431,0.020487805
Tacoma-S 36th St,no2,ppm,US,Seattle-Tacoma-Bellevue,00:00.0,47.22634,-122.46256,0.014657143
Taft,no2,ppm,US,Cincinnati-Middletown,00:00.0,39.12886,-84.50404,0.014744186
TakomaRec,no2,ppm,US,WASHINGTON,00:00.0,38.970101,-77.016715,0.016083333
Thirty Third,no2,ppm,US,Phoenix-Mesa-Scottsdale,00:00.0,33.461807,-112.128044,0.04102439
Thunder Basin,no2,ppm,US,Gillette,00:00.0,44.6633,-105.287498,0.002268293
TracyAP,no2,ppm,US,Stockton,00:00.0,37.6825,-121.4406,0.008857143
Triple Oak - Near Ro,no2,ppm,US,Raleigh-Cary,00:00.0,35.8652,-78.8197,0.00565
Troost,no2,ppm,US,Kansas City,00:00.0,39.10465,-94.57055,0.027875
Tulsa,no2,ppm,US,Tulsa,00:00.0,36.206699,-95.976402,0.018117647
Turlock - S. Minaret,no2,ppm,US,Modesto,00:00.0,37.4883,-120.8358,0.011410256
Upland,no2,ppm,US,Riverside-San Bernardino-Ontario,00:00.0,34.10366,-117.629096,0.02902381
Ute 1,no2,ppm,US,Durango,00:00.0,37.13678,-107.62863,0.008255814
Ute 3,no2,ppm,US,Durango,00:00.0,37.10258,-107.870219,0.009232558
Vallejo,no2,ppm,US,Vallejo-Fairfield,00:00.0,38.102507,-122.237976,0.006394737
Vernal #4,no2,ppm,US,UINTAH,00:00.0,40.464722,-109.56083,0.005
Visalia - N. Church,no2,ppm,US,Visalia-Porterville,00:00.0,36.33252,-119.29095,0.01625
WARE,no2,ppm,US,Springfield,00:00.0,42.298302,-72.334396,0.005487179
WHlthDpt,no2,ppm,US,Wichita,00:00.0,37.7011,-97.3139,0.015186047
WY/KC,no2,ppm,US,Kansas City,00:00.0,39.1175,-94.6356,0.022813953
Wamsutter,no2,ppm,US,Rock Springs,00:00.0,41.6778,-108.0242,0.003170732
Welby - 78th Ave. &,no2,ppm,US,Denver-Aurora,00:00.0,39.8392,-104.9489,0.032
West Los Angeles - V,no2,ppm,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.051097,-118.456386,0.014857143
West Phoenix,no2,ppm,US,Phoenix-Mesa-Scottsdale,00:00.0,33.483799,-112.142601,0.030617647
Westport,no2,ppm,US,Bridgeport-Stamford-Norwalk,00:00.0,41.1189,-73.3369,0.018375
Whiterocks,no2,ppm,US,UINTAH,00:00.0,40.483799,-109.906197,0.00159375
Winter Park,no2,ppm,US,Orlando-Kissimmee,00:00.0,28.5997,-81.3628,0.003375
Worcester,no2,ppm,US,Worcester,00:00.0,42.263901,-71.794701,0.019757576
Yellowstone- Old Fai,no2,ppm,US,TETON,00:00.0,44.373056,-110.830833,0.001589744
Yuba City,no2,ppm,US,Yuba City,00:00.0,39.13868,-121.61884,0.010575
