location,parameter,unit,country,city,date.utc,coordinates_latitude,coordinates_longitude,avgvalue
NCORE,so2,ppm,US,BROWARD,00:00.0,26.054047,-80.257608,0.00051087
NCore,so2,ppm,US,Fairbanks,00:00.0,64.8458,-147.72727,0.001114286
NCore - White Mounta,so2,ppm,US,Bishop,00:00.0,37.360701,-118.330835,0
NEW,so2,ppm,US,PHILADELPHIA,00:00.0,39.991389,-75.080833,0.000931818
NMH48217,so2,ppm,US,WAYNE,00:00.0,42.261669,-83.157893,0.001478261
NORFOLK - NOAA,so2,ppm,US,Virginia Beach-Norfolk-Newport News,00:00.0,36.85555,-76.30135,0.00023913
New Albany,so2,ppm,US,Louisville,00:00.0,38.3081,-85.8342,0.002108696
New Haven - Criscuol,so2,ppm,US,New Haven-Milford,00:00.0,41.301288,-72.902685,0.000659091
Newark Firehouse,so2,ppm,US,New York-Northern New Jersey-Long Island,00:00.0,40.720989,-74.192894,0.000295455
North OKC,so2,ppm,US,Oklahoma City,00:00.0,35.612801,-97.472198,0
Oakland West,so2,ppm,US,San Francisco-Oakland-Fremont,00:00.0,37.8148,-122.282402,2.50E-05
Ocean View,so2,ppm,US,Hilo,00:00.0,19.117561,-155.778137,0.000204545
PASCAGOULA,so2,ppm,US,Pascagoula,00:00.0,30.377501,-88.533897,0
PECK,so2,ppm,US,Wichita,00:00.0,37.4769,-97.3664,0.000514286
PORT HURON,so2,ppm,US,Detroit-Warren-Livonia,00:00.0,42.9533,-82.4564,0.004066667
POTAWATOMI,so2,ppm,US,FOREST,00:00.0,45.5639,-88.81,0.000577778
PUBLIC HEALTH,so2,ppm,US,Cedar Rapids,00:00.0,41.9767,-91.6878,0.000477273
Pahala,so2,ppm,US,Hilo,00:00.0,19.2065,-155.4689,0.003454545
Painesville - JFS,so2,ppm,US,Cleveland-Elyria-Mentor,00:00.0,41.726811,-81.242156,0.00023913
Parklane,so2,ppm,US,Columbia,00:00.0,34.093899,-80.962196,6.25E-05
Pembroke Exchange St,so2,ppm,US,MERRIMACK,00:00.0,43.13246,-71.458246,0.001
Phoenix JLG Supersit,so2,ppm,US,Phoenix-Mesa-Scottsdale,00:00.0,33.503601,-112.095001,0.001521739
Piney Run,so2,ppm,US,GARRETT,00:00.0,39.705799,-79.011902,0.000538462
Pocatello STP,so2,ppm,US,Pocatello,00:00.0,42.916401,-112.5158,0.006727273
Ponca City,so2,ppm,US,Ponca City,00:00.0,36.697189,-97.081278,0
Port Manatee,so2,ppm,US,MANATEE,00:00.0,27.638611,-82.547778,0.000138889
Portland - SE Lafaye,so2,ppm,US,Portland-Vancouver-Beaverton,00:00.0,45.496641,-122.602877,0.000244444
Portsmouth,so2,ppm,US,Boston-Cambridge-Quincy,00:00.0,43.075371,-70.748017,0.001608696
Pryor,so2,ppm,US,MAYES,00:00.0,36.229087,-95.268905,0
RHINELANDER,so2,ppm,US,ONEIDA,00:00.0,45.6453,-89.4125,6.82E-05
RIT,so2,ppm,US,PHILADELPHIA,00:00.0,39.922516,-75.186783,0.00127907
RIVER_Terrace,so2,ppm,US,Washington-Arlington-Alexandria,00:00.0,38.895683,-76.958089,0.001217391
RUTLAND,so2,ppm,US,Rutland,00:00.0,43.608528,-72.98246,0.000272727
Reno3,so2,ppm,US,Reno-Sparks,00:00.0,39.52507,-119.807744,4.35E-05
Richmond - 7th St,so2,ppm,US,San Francisco-Oakland-Fremont,00:00.0,37.9478,-122.3636,0.001047619
Rider Trail I-70,so2,ppm,US,ST. LOUIS,00:00.0,38.75264,-90.44884,0.001590909
Riverside - Rubidoux,so2,ppm,US,Riverside-San Bernardino-Ontario,00:00.0,33.999449,-117.415831,0.000148936
Riviera Beach,so2,ppm,US,Baltimore-Towson,00:00.0,39.158883,-76.511367,0.000371429
Rockingham,so2,ppm,US,Harrisonburg,00:00.0,38.4772,-78.816704,0.001043478
Rome-Kraftsman,so2,ppm,US,Rome,00:00.0,34.243645,-85.325948,0.0008
Rose Park,so2,ppm,US,Salt Lake City,00:00.0,40.7955,-111.9309,0.000933333
Rte 9 Del. City,so2,ppm,US,NEW CASTLE,00:00.0,39.595001,-75.611,0.000413043
SHIRLEY PLANTATION,so2,ppm,US,Richmond,00:00.0,37.3419,-77.260803,0.001108696
SPRINGFIELDSP,so2,ppm,US,HAMPDEN,00:00.0,42.120248,-72.58499,0.000608696
STILWELL CASTNET & N,so2,ppm,US,ADAIR,00:00.0,35.750599,-94.669701,0.000318182
San Pablo - Rumrill,so2,ppm,US,San Francisco-Oakland-Fremont,00:00.0,37.9604,-122.3571,0.00097619
Savannah East Presid,so2,ppm,US,Savannah,00:00.0,32.0683,-81.0489,0.001
Savannah L&A,so2,ppm,US,Savannah,00:00.0,32.0903,-81.1306,0.005622222
Seattle-Beacon Hill,so2,ppm,US,Seattle-Tacoma-Bellevue,00:00.0,47.568236,-122.308628,0.000536585
Semora DRR,so2,ppm,US,PERSON,00:00.0,36.489943,-79.058523,0.000318182
Shadyside PSD,so2,ppm,US,BELMONT,00:00.0,39.9679,-80.7464,0
Sheldon Station,so2,ppm,US,LANCASTER,00:00.0,40.55476,-96.78035,0.000208333
Sikes Elementary Sch,so2,ppm,US,Lakeland,00:00.0,27.94,-82.0003,0.0003125
Sinclair In-Town,so2,ppm,US,CARBON,00:00.0,41.78237,-107.12083,0.000268293
Skyland DRR,so2,ppm,US,Asheville,00:00.0,35.481861,-82.509861,0.000409091
Skyland Drive,so2,ppm,US,Kingsport-Bristol-Bristol,00:00.0,36.52102,-82.516306,0.0025
South DeKalb,so2,ppm,US,Atlanta-Sandy Springs-Marietta,00:00.0,33.6906,-84.2731,0
Southport DRR,so2,ppm,US,BRUNSWICK,00:00.0,33.942222,-78.019167,0
St Regis Mohawk-NY,so2,ppm,US,Malone,00:00.0,44.980598,-74.695297,0
St Theodosius,so2,ppm,US,Cleveland-Elyria-Mentor,00:00.0,41.477011,-81.682383,4.44E-05
St. Lukes Meridian,so2,ppm,US,Boise City-Nampa,00:00.0,43.600699,-116.347853,0.000315789
Steubenville,so2,ppm,US,Weirton-Steubenville,00:00.0,40.366452,-80.615691,0.002704545
TAIT CUMMINS,so2,ppm,US,Cedar Rapids,00:00.0,41.948669,-91.639543,0.0005
TRINITY ST MARKS,so2,ppm,US,Detroit-Warren-Livonia,00:00.0,42.295824,-83.129431,0.000630435
Taft,so2,ppm,US,Cincinnati-Middletown,00:00.0,39.12886,-84.50404,0.000521739
Terre Haute-Lafayett,so2,ppm,US,Terre Haute,00:00.0,39.4861,-87.4014,0.001065217
Troost,so2,ppm,US,Kansas City,00:00.0,39.10465,-94.57055,0.002522727
Tulsa,so2,ppm,US,Tulsa,00:00.0,36.206699,-95.976402,0.0006
Tulsa 0175,so2,ppm,US,TULSA,00:00.0,36.149876,-96.011665,0
Tulsa 0179,so2,ppm,US,Tulsa,00:00.0,36.15483,-96.015845,0
Tulsa 0235,so2,ppm,US,TULSA,00:00.0,36.126945,-95.99894,0.0027
Underhill,so2,ppm,US,Burlington-South Burlington,00:00.0,44.528389,-72.868973,0
United Ave,so2,ppm,US,Atlanta-Sandy Springs-Marietta,00:00.0,33.7206,-84.3578,2.22E-05
Vallejo,so2,ppm,US,Vallejo-Fairfield,00:00.0,38.102507,-122.237976,0.000275
WARE,so2,ppm,US,Springfield,00:00.0,42.298302,-72.334396,0
WATSON,so2,ppm,US,Louisville,00:00.0,38.0608,-85.8961,0.00125
WEST OLIVE,so2,ppm,US,OTTAWA,00:00.0,42.923603,-86.196519,0.001
WY/KC,so2,ppm,US,Kansas City,00:00.0,39.1175,-94.6356,0.001869565
Welby - 78th Ave. &,so2,ppm,US,Denver-Aurora,00:00.0,39.8392,-104.9489,0.001604651
West Union,so2,ppm,US,ADAMS,00:00.0,38.79471,-83.533988,0.000204545
Winter Park,so2,ppm,US,Orlando-Kissimmee,00:00.0,28.5997,-81.3628,0.001
Worcester,so2,ppm,US,Worcester,00:00.0,42.263901,-71.794701,0.000434783
Yankee Road,so2,ppm,US,BUTLER,00:00.0,39.472436,-84.394952,0.002326087
York Landfill,so2,ppm,US,YORK,00:00.0,34.977,-81.207,0.000552632
Youngstown - Oakhill,so2,ppm,US,Youngstown-Warren-Boardman,00:00.0,41.096158,-80.658908,0.000609756
